"12ak -- Deaths by age (5-year), sex and area, 1990-2021"

"Year","Area","Males Total Deaths","Males 0 Deaths","Males 1 - 4 Deaths","Males 5 - 9 Deaths","Males 10 - 14 Deaths","Males 15 - 19 Deaths","Males 20 - 24 Deaths","Males 25 - 29 Deaths","Males 30 - 34 Deaths","Males 35 - 39 Deaths","Males 40 - 44 Deaths","Males 45 - 49 Deaths","Males 50 - 54 Deaths","Males 55 - 59 Deaths","Males 60 - 64 Deaths","Males 65 - 69 Deaths","Males 70 - 74 Deaths","Males 75 - 79 Deaths","Males 80 - 84 Deaths","Males 85 - 89 Deaths","Males 90 - 94 Deaths","Males 95 - Deaths"
"1998","Pieksämäki",100,0,0,0,1,1,0,0,3,2,5,5,3,8,9,7,12,12,15,11,6,0
"1998","Pielavesi",30,0,0,0,0,0,0,0,1,0,0,2,0,2,1,4,7,5,1,3,4,0
"1998","Jakobstad",102,0,0,0,0,0,0,2,3,0,1,1,4,10,6,12,19,9,16,13,6,0
"1998","Pihtipudas",52,0,0,0,0,1,1,0,2,1,0,2,2,2,3,7,10,8,8,4,1,0
"1998","Pirkkala",40,0,0,0,1,0,1,0,0,1,1,2,1,4,4,5,4,3,7,4,2,0
"1998","Polvijärvi",37,0,0,0,0,0,0,0,0,3,2,2,5,1,4,3,6,5,2,1,3,0
"1998","Pomarkku",20,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,3,5,1,2,0,0
"1998","Pori",408,2,1,0,0,2,2,4,5,12,4,9,19,28,34,57,55,57,53,40,20,4
"1998","Pornainen",18,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,2,3,2,4,2,0
"1998","Porvoo",205,1,0,0,0,0,1,1,3,2,4,10,16,10,18,21,31,25,20,29,10,3
"1998","Posio",26,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,4,2,1,5,1,0
"1998","Pudasjärvi",80,1,0,0,0,0,1,2,0,0,4,2,4,5,7,16,13,8,12,3,2,0
"1998","Pukkila",10,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,1,0,2,0,0
"1998","Punkalaidun",25,0,0,0,0,0,0,0,0,0,2,0,1,3,2,4,0,4,6,2,0,1
"1998","Puolanka",30,0,0,0,0,0,0,1,1,1,0,0,2,1,6,6,3,3,3,2,1,0
"1998","Puumala",22,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1,4,4,1,2,3,0
"1998","Pyhtää",44,0,0,0,0,0,0,0,1,1,1,3,1,0,4,7,11,5,6,3,1,0
"1998","Pyhäjoki",21,0,1,0,0,0,0,0,0,0,0,2,1,0,4,0,0,3,3,5,1,1
"1998","Pyhäjärvi",55,0,0,0,0,0,0,1,2,2,3,1,2,4,5,4,4,8,12,5,2,0
"1998","Pyhäntä",11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,2,2,0,0
"1998","Pyhäranta",17,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,4,4,2,0,0
"1998","Pälkäne",40,0,0,0,0,0,0,0,0,0,2,1,2,1,3,4,6,10,4,3,3,1
"1998","Pöytyä",46,0,0,0,0,1,1,0,0,1,0,1,4,1,1,5,12,6,4,4,5,0
"1998","Raahe",123,1,1,0,1,1,1,2,1,3,6,6,5,6,16,11,17,23,11,10,1,0
"1998","Raasepori",172,0,0,0,0,1,0,1,1,0,1,3,7,6,7,11,26,37,26,28,10,7
"1998","Raisio",73,1,0,0,0,0,1,1,0,1,0,4,8,4,10,9,9,8,6,9,2,0
"1998","Rantasalmi",28,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,5,5,8,3,0,0
"1998","Ranua",31,0,1,0,0,0,0,1,0,1,2,2,0,2,2,3,6,6,2,2,1,0
"1998","Rauma",178,0,1,0,0,2,1,1,2,2,2,6,15,8,21,18,16,22,32,19,7,3
"1998","Rautalampi",35,0,0,0,0,0,0,0,0,0,0,2,3,1,3,2,7,4,8,3,2,0
"1998","Rautavaara",16,0,0,0,0,0,0,0,0,1,2,0,1,2,2,2,2,0,1,2,1,0
"1998","Rautjärvi",47,0,0,0,0,0,0,0,0,1,1,0,3,3,4,7,9,10,5,3,1,0
"1998","Reisjärvi",17,0,0,0,0,0,0,0,1,0,0,2,2,1,3,2,1,2,0,3,0,0
"1998","Riihimäki",150,1,0,1,0,0,1,2,5,2,8,6,9,9,10,15,18,25,25,10,2,1
"1998","Ristijärvi",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,0,1
"1998","Rovaniemi",249,4,0,1,1,1,3,6,3,7,8,8,17,7,24,28,35,29,40,17,6,4
"1998","Ruokolahti",37,0,0,0,0,0,0,0,0,1,1,1,1,2,4,7,5,8,3,2,2,0
"1998","Ruovesi",35,0,0,0,0,0,0,0,0,0,0,1,2,3,1,5,3,4,6,7,2,1
"1998","Rusko",21,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,9,2,1,2,2,0
"1998","Rääkkylä",29,0,0,0,0,0,0,0,0,0,0,1,2,0,2,4,4,7,4,4,1,0
"1998","Saarijärvi",72,0,0,0,0,0,3,0,1,0,0,2,1,6,5,15,7,13,8,8,3,0
"1998","Salla",28,0,0,0,0,1,0,0,0,0,0,2,0,5,2,2,2,4,4,4,2,0
"1998","Salo",255,3,0,2,0,0,1,0,2,1,3,11,9,16,13,25,39,33,46,38,11,2
"1998","Saltvik",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,1,0,0
"1998","Sastamala",169,1,0,0,0,2,0,1,0,3,2,2,9,5,11,20,20,34,26,21,7,5
"1998","Sauvo",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,0,1
"1998","Savitaipale",39,1,0,0,0,1,0,0,0,0,2,0,1,1,4,5,10,5,2,3,3,1
"1998","Savonlinna",219,1,0,0,1,2,1,1,5,2,13,6,8,8,10,29,32,37,26,22,12,3
"1998","Savukoski",12,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,1,0,1,0,2,0
"1998","Seinäjoki",188,3,0,1,0,0,1,5,0,3,5,6,11,6,18,16,35,31,19,14,11,3
"1998","Sievi",31,1,0,0,0,0,0,0,0,0,0,2,0,2,2,5,8,5,4,0,2,0
"1998","Siikainen",26,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,5,3,3,4,2,0
"1998","Siikajoki",37,0,0,0,0,0,0,0,0,2,0,0,2,1,2,7,5,8,6,3,1,0
"1998","Siikalatva",44,0,0,0,0,0,0,0,0,1,1,1,2,2,8,4,6,7,6,5,0,1
"1998","Siilinjärvi",58,0,0,0,1,0,1,1,3,0,1,2,4,4,4,8,8,7,9,4,1,0
"1998","Simo",23,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,3,7,3,4,0,0
"1998","Sipoo",59,0,0,0,0,1,0,0,0,2,1,1,7,2,5,6,6,12,8,7,1,0
"1998","Siuntio",19,0,0,0,0,0,0,0,0,0,1,0,2,1,2,6,2,2,2,0,1,0
"1998","Sodankylä",47,0,0,0,0,0,1,0,3,1,1,1,5,2,6,2,9,7,4,2,3,0
"1998","Soini",15,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,4,2,1,0,0
"1998","Somero",65,0,0,0,0,0,0,2,0,1,2,3,3,3,7,4,7,15,8,10,0,0
"1998","Sonkajärvi",47,0,0,0,0,1,0,0,1,2,4,1,0,1,3,7,6,7,4,8,2,0
"1998","Sotkamo",65,2,0,0,0,0,0,0,0,1,1,0,1,4,3,11,11,11,9,6,5,0
"1998","Sottunga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1998","Sulkava",25,0,0,0,0,0,0,0,0,0,1,1,1,0,2,6,5,3,2,2,1,1
"1998","Sund",6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0
"1998","Suomussalmi",76,1,0,0,0,1,0,2,0,2,5,2,0,5,3,11,11,11,16,5,1,0
"1998","Suonenjoki",56,0,0,0,0,0,1,0,0,2,2,2,2,3,5,8,3,6,13,5,2,2
"1998","Sysmä",40,0,0,0,0,0,0,0,0,1,3,5,0,1,1,4,9,5,2,6,2,1
"1998","Säkylä",38,1,0,0,0,0,1,0,0,0,0,2,4,1,3,6,5,5,3,4,2,1
"1998","Taipalsaari",26,0,0,0,0,0,0,0,0,1,1,1,1,1,0,4,2,8,3,1,1,2
"1998","Taivalkoski",46,0,0,0,0,1,0,0,0,1,2,2,3,5,1,14,5,6,4,2,0,0
"1998","Taivassalo",11,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,3,3,1,0
"1998","Tammela",27,0,0,0,0,0,0,0,0,1,0,1,3,1,2,2,5,2,5,3,1,1
"1998","Tampere",781,3,0,0,1,1,4,5,10,15,22,39,53,53,50,100,97,114,101,80,27,6
"1998","Tervo",19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,4,3,5,0,0
"1998","Tervola",26,0,0,0,0,0,0,1,0,1,1,1,0,2,1,6,3,3,4,1,2,0
"1998","Teuva",47,0,0,0,0,0,1,0,0,0,2,0,2,0,3,10,8,10,3,5,2,1
"1998","Tohmajärvi",46,0,0,0,0,0,0,0,1,0,0,1,1,5,5,3,8,7,9,6,0,0
"1998","Toholampi",21,0,0,0,0,0,0,0,0,0,0,2,1,2,4,3,2,1,4,0,2,0
"1998","Toivakka",19,0,0,0,0,0,0,0,1,0,0,1,2,3,2,1,1,5,1,2,0,0
"1998","Tornio",99,1,0,0,0,1,2,2,0,0,2,5,10,3,5,12,11,18,16,7,3,1
"1998","Turku",837,5,0,0,0,4,7,7,12,13,25,24,38,46,46,86,109,133,125,108,46,3
"1998","Tuusniemi",31,0,0,0,0,0,0,0,0,0,0,2,3,1,7,3,5,5,2,3,0,0
"1998","Tuusula",78,2,0,0,0,0,1,1,1,1,2,4,6,8,11,14,7,8,3,9,0,0
"1998","Tyrnävä",23,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,1,3,3,3,3,0
"1998","Ulvila",57,0,0,0,0,1,1,0,2,1,0,5,0,5,8,10,5,4,8,2,4,1
"1998","Urjala",40,1,0,0,0,0,0,0,0,1,0,1,3,0,3,8,8,11,2,1,0,1
"1998","Utajärvi",21,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,2,5,4,4,0,0
"1998","Utsjoki",5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0
"1998","Uurainen",10,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,1,2,0,1,0
"1998","Nykarleby",31,0,1,0,0,0,0,0,0,0,2,0,2,2,1,2,3,6,7,4,1,0
"1998","Uusikaupunki",74,0,0,2,1,1,0,2,1,1,3,3,5,8,7,6,14,6,4,9,1,0
"1998","Vaala",37,1,0,0,0,1,0,2,0,1,0,0,3,0,3,4,6,5,5,2,2,2
"1998","Vaasa",247,0,0,0,1,3,2,3,2,0,6,9,14,11,17,24,43,43,35,23,10,1
"1998","Valkeakoski",94,0,0,0,0,2,1,0,0,2,2,6,9,8,9,7,11,12,13,10,0,2
"1998","Vantaa",468,5,2,0,0,5,4,4,10,13,16,30,32,36,50,56,62,54,42,38,6,3
"1998","Varkaus",153,0,1,0,0,2,2,3,1,1,1,3,7,11,13,15,21,24,21,20,5,2
"1998","Vehmaa",22,0,0,0,0,0,0,0,0,0,1,1,0,1,2,3,2,1,5,3,3,0
"1998","Vesanto",28,0,0,0,0,1,0,0,0,0,1,0,3,0,2,4,3,4,6,2,2,0
"1998","Vesilahti",20,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,3,3,3,3,1,0
"1998","Veteli",15,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,3,2,1,2,0
"1998","Vieremä",22,0,0,0,0,0,0,0,1,0,0,1,0,2,2,2,2,3,5,2,1,1
"1998","Vihti",93,0,0,0,0,0,0,0,2,4,4,6,8,8,4,10,12,9,14,9,2,1
"1998","Viitasaari",57,0,0,0,0,0,1,0,0,1,1,3,4,0,3,6,12,9,6,7,3,1
"1998","Vimpeli",24,0,0,0,0,0,0,1,1,1,0,1,2,1,3,3,7,1,3,0,0,0
"1998","Virolahti",23,1,0,1,0,0,0,0,0,0,0,1,1,1,0,3,2,3,4,3,3,0
"1998","Virrat",64,0,0,0,0,1,0,0,0,3,1,3,2,4,6,8,8,8,9,7,4,0
"1998","Vårdö",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"1998","Vöyri",47,0,0,0,0,0,0,0,0,0,0,2,3,4,3,2,7,7,9,6,2,2
"1998","Ylitornio",32,0,0,1,0,1,0,0,0,0,0,0,4,1,2,2,10,4,2,4,1,0
"1998","Ylivieska",61,1,0,0,0,0,0,0,1,2,2,1,3,5,9,4,7,8,10,6,1,1
"1998","Ylöjärvi",89,1,0,0,0,0,1,0,3,0,3,3,5,3,9,12,12,19,8,6,4,0
"1998","Ypäjä",18,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,4,2,4,2,2,0
"1998","Ähtäri",47,0,0,0,0,1,0,0,1,0,0,2,0,1,3,6,9,9,6,6,3,0
"1998","Äänekoski",116,1,0,0,0,0,0,1,0,1,4,3,15,7,11,17,17,19,13,4,3,0
"1999","WHOLE COUNTRY",24431,113,28,35,26,117,181,194,276,380,626,1001,1408,1415,1989,2628,3556,3588,3067,2493,1075,235
"1999","Akaa",91,0,0,0,0,1,1,0,2,0,2,5,7,5,6,11,15,13,7,11,3,2
"1999","Alajärvi",57,0,0,0,0,0,0,1,0,1,1,2,3,1,2,8,12,6,7,7,6,0
"1999","Alavieska",17,0,0,0,0,1,1,0,1,0,0,0,1,0,1,2,2,3,2,2,1,0
"1999","Alavus",77,1,0,0,0,0,0,0,2,2,2,2,2,7,10,4,12,13,11,4,2,3
"1999","Asikkala",54,1,0,0,0,0,2,0,0,1,1,3,0,1,3,1,4,12,13,4,4,4
"1999","Askola",24,0,0,0,0,0,0,0,0,1,2,0,3,0,1,3,5,3,3,3,0,0
"1999","Aura",12,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,3,0,2,2,1,0
"1999","Brändö",5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0
"1999","Eckerö",7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,0,0
"1999","Enonkoski",15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,1,1,0,1
"1999","Enontekiö",7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,1
"1999","Espoo",508,2,2,4,1,1,5,5,6,7,15,27,43,34,39,60,59,61,65,54,12,6
"1999","Eura",75,0,1,0,0,2,0,0,0,1,0,1,3,2,6,7,10,9,15,14,3,1
"1999","Eurajoki",49,1,1,0,0,0,0,0,0,1,2,0,6,1,2,5,3,10,8,8,1,0
"1999","Evijärvi",15,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,1,3,0,1,1
"1999","Finström",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,0,1,0
"1999","Forssa",105,1,1,0,0,0,3,2,1,2,1,7,8,3,11,10,17,12,15,5,5,1
"1999","Föglö",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0
"1999","Geta",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0
"1999","Haapajärvi",54,0,0,0,0,1,1,0,0,2,1,3,0,3,4,8,9,8,9,3,2,0
"1999","Haapavesi",51,1,0,0,1,1,0,0,0,0,1,2,3,2,3,5,13,9,8,1,1,0
"1999","Hailuoto",11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,4,0,0,0
"1999","Halsua",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
"1999","Hamina",102,0,1,0,0,0,1,3,1,2,0,3,6,9,5,11,10,14,17,12,4,3
"1999","Hammarland",5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0
"1999","Hankasalmi",47,0,0,0,0,0,0,0,0,3,1,3,2,2,4,4,8,3,9,4,3,1
"1999","Hanko",53,0,0,0,0,1,0,0,0,0,1,2,4,3,2,10,4,7,5,10,2,2
"1999","Harjavalta",43,0,0,0,0,1,0,0,2,1,2,3,2,4,6,4,4,6,3,3,1,1
"1999","Hartola",38,0,0,0,0,0,0,0,0,0,2,1,3,2,7,5,4,3,3,5,3,0
"1999","Hattula",41,0,0,0,0,0,0,1,3,1,0,2,3,1,6,3,5,4,4,5,3,0
"1999","Hausjärvi",35,0,0,0,0,0,0,0,1,0,0,0,5,3,3,3,3,6,5,4,2,0
"1999","Heinola",122,1,1,0,0,0,1,0,0,1,2,9,7,6,15,10,19,19,16,10,4,1
"1999","Heinävesi",33,0,0,0,0,0,0,1,2,0,1,3,0,5,1,7,2,3,3,4,1,0
"1999","Helsinki",2369,13,1,2,0,8,28,25,42,49,66,99,145,156,221,295,301,315,260,222,100,21
"1999","Hirvensalmi",22,0,0,0,0,0,0,1,0,0,0,0,2,1,2,2,5,3,3,2,1,0
"1999","Hollola",79,0,0,0,1,0,0,2,2,2,0,4,5,5,5,12,7,10,9,10,4,1
"1999","Huittinen",68,0,0,0,0,0,0,0,0,1,3,2,6,4,1,9,10,12,9,6,3,2
"1999","Humppila",10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,3,0,0
"1999","Hyrynsalmi",18,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3,5,1,2,0,1,0
"1999","Hyvinkää",168,0,0,0,0,1,1,0,3,3,5,6,12,8,9,18,31,27,20,15,8,1
"1999","Hämeenkyrö",61,0,0,0,0,0,0,0,0,0,3,4,7,5,6,6,11,5,7,5,2,0
"1999","Hämeenlinna",342,2,1,0,1,3,3,4,3,5,9,16,15,18,25,36,48,50,40,39,18,6
"1999","Ii",44,0,0,0,0,0,0,1,0,1,0,2,1,0,1,8,5,10,6,5,3,1
"1999","Iisalmi",108,1,0,0,0,1,2,2,0,1,3,6,2,8,5,17,18,17,14,5,4,2
"1999","Iitti",35,0,0,0,0,1,0,0,0,1,0,3,3,2,1,2,8,5,2,4,3,0
"1999","Ikaalinen",55,0,0,0,0,0,0,0,0,0,0,3,4,4,3,2,11,9,11,7,1,0
"1999","Ilmajoki",60,0,0,0,0,2,0,0,0,1,0,2,1,3,4,8,8,15,10,5,1,0
"1999","Ilomantsi",55,0,0,0,0,0,1,0,0,2,4,4,3,2,6,2,12,8,6,4,1,0
"1999","Imatra",195,0,0,0,0,0,3,2,2,4,5,14,11,14,22,20,29,25,8,26,10,0
"1999","Inari",30,0,0,0,0,0,0,0,0,2,0,1,3,4,0,3,2,7,3,2,3,0
"1999","Ingå",32,0,0,0,0,0,0,0,2,1,0,1,1,1,2,6,3,5,7,2,1,0
"1999","Isojoki",29,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,9,4,4,4,2,1
"1999","Isokyrö",25,0,0,0,0,0,0,0,1,0,1,0,2,1,1,2,4,5,2,4,2,0
"1999","Janakkala",80,0,0,0,0,0,0,0,0,2,4,3,3,4,6,6,13,13,13,9,4,0
"1999","Joensuu",319,0,0,0,2,1,5,2,2,5,12,11,18,17,27,40,45,45,48,25,10,4
"1999","Jokioinen",23,0,0,0,0,2,0,1,0,1,3,0,2,3,0,1,3,1,3,2,1,0
"1999","Jomala",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,6,2,0,0
"1999","Joroinen",35,0,0,0,0,0,0,0,0,1,1,0,3,1,4,5,5,9,3,2,1,0
"1999","Joutsa",54,0,0,0,0,0,0,0,0,1,4,1,5,8,1,9,2,5,8,4,4,2
"1999","Juuka",43,0,0,0,0,0,0,0,0,1,0,3,2,5,2,4,6,8,6,4,2,0
"1999","Juupajoki",7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,3,0,0,0
"1999","Juva",61,0,0,0,0,0,0,1,0,2,0,4,1,3,5,7,14,10,2,9,3,0
"1999","Jyväskylä",442,3,0,1,0,5,1,4,6,14,14,21,24,19,45,35,65,60,60,38,23,4
"1999","Jämijärvi",20,0,0,0,0,0,0,0,0,1,1,1,0,0,2,3,2,4,5,1,0,0
"1999","Jämsä",149,1,0,0,0,0,0,3,2,3,2,6,5,8,11,10,27,24,20,19,5,3
"1999","Järvenpää",105,2,0,0,0,0,0,0,5,1,5,6,9,9,11,6,11,18,8,11,3,0
"1999","Kaarina",92,1,0,0,1,1,1,0,0,1,2,3,2,5,6,5,16,11,16,15,4,2
"1999","Kaavi",23,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,4,2,3,2,2,1
"1999","Kajaani",170,0,0,0,1,3,3,1,6,5,5,6,8,10,27,14,23,22,13,20,2,1
"1999","Kalajoki",45,1,0,0,0,0,0,0,0,0,1,1,7,3,1,2,6,8,10,4,0,1
"1999","Kangasala",106,0,0,0,0,0,1,0,2,4,1,4,7,7,10,10,13,19,9,15,3,1
"1999","Kangasniemi",57,0,0,0,0,0,0,0,0,0,1,0,1,4,8,8,9,10,5,9,2,0
"1999","Kankaanpää",98,1,0,0,0,0,0,1,2,1,3,10,5,4,11,7,15,8,12,11,7,0
"1999","Kannonkoski",14,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,3,4,1,0,0
"1999","Kannus",21,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,4,5,4,1,0,0
"1999","Karijoki",18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,5,1,1,1
"1999","Karkkila",54,0,0,0,0,0,0,0,1,1,1,2,2,1,5,5,7,19,2,6,2,0
"1999","Karstula",29,0,0,0,0,0,0,1,0,0,0,2,2,0,2,2,6,7,2,5,0,0
"1999","Karvia",17,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,3,2,2,4,1,0
"1999","Kaskinen",7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0
"1999","Kauhajoki",71,0,0,0,0,0,0,0,0,1,1,1,3,3,8,6,12,12,10,10,4,0
"1999","Kauhava",105,0,0,0,2,1,1,0,0,0,3,4,2,3,7,10,18,16,16,17,5,0
"1999","Kauniainen",22,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,5,3,4,3,1,1
"1999","Kaustinen",17,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,5,4,1,0,1,0
"1999","Keitele",18,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,1,2,1,2,2,1
"1999","Kemi",122,0,0,1,0,0,2,1,1,2,4,3,9,13,10,14,16,19,16,9,2,0
"1999","Kemijärvi",76,0,0,0,0,1,0,1,0,0,1,3,3,3,8,14,11,16,10,5,0,0
"1999","Keminmaa",46,0,0,0,0,0,1,0,1,1,0,2,4,1,3,5,6,8,8,6,0,0
"1999","Kimitoön",56,0,0,0,1,1,1,0,1,0,1,0,1,2,2,3,5,10,10,12,5,1
"1999","Kempele",28,0,1,0,0,0,0,1,1,1,0,2,0,3,2,3,3,6,1,3,0,1
"1999","Kerava",70,1,0,0,1,2,3,0,3,0,1,5,6,4,9,12,9,5,4,5,0,0
"1999","Keuruu",75,0,0,0,0,0,1,0,0,0,4,3,3,2,5,11,14,17,6,6,3,0
"1999","Kihniö",23,0,0,0,0,0,0,0,0,0,3,1,0,2,3,2,2,4,4,1,1,0
"1999","Kinnula",16,0,0,0,0,0,1,0,0,0,0,0,2,2,1,3,4,1,0,0,2,0
"1999","Kirkkonummi",86,1,1,0,0,0,1,1,1,1,0,3,8,9,7,8,8,12,12,6,5,2
"1999","Kitee",91,0,0,0,0,1,1,0,0,3,4,2,3,4,11,10,7,12,10,15,7,1
"1999","Kittilä",30,0,0,0,0,3,2,0,0,0,3,1,1,2,2,1,7,5,1,0,2,0
"1999","Kiuruvesi",71,0,0,0,0,0,0,0,1,1,3,3,2,2,5,10,11,8,13,8,3,1
"1999","Kivijärvi",14,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,2,1,3,1,0
"1999","Kokemäki",58,0,0,0,0,0,0,0,0,0,2,1,3,1,2,4,8,12,11,10,4,0
"1999","Kokkola",167,1,0,0,2,3,4,4,2,5,3,5,4,12,14,18,24,24,21,18,2,1
"1999","Kolari",20,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,7,5,2,2,0,0
"1999","Konnevesi",27,0,0,0,0,0,0,0,0,0,0,3,0,3,1,5,3,2,6,3,0,1
"1999","Kontiolahti",55,0,0,0,0,0,0,0,0,2,1,5,7,1,6,7,8,4,10,2,2,0
"1999","Korsnäs",13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,3,2,0
"1999","Koski Tl",27,0,0,0,0,0,0,0,1,0,0,1,1,2,1,5,6,3,3,1,3,0
"1999","Kotka",339,0,0,1,2,0,6,6,4,9,10,21,21,24,24,27,59,40,40,24,17,4
"1999","Kouvola",511,2,0,2,0,6,8,1,4,10,15,17,35,22,54,51,68,80,66,46,20,4
"1999","Kristinestad",50,1,0,0,0,0,0,0,0,0,2,0,1,0,3,8,6,4,11,10,4,0
"1999","Kronoby",29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,2,4,8,6,0
"1999","Kuhmo",64,0,0,0,0,1,2,0,1,1,2,4,0,1,8,8,11,7,12,5,1,0
"1999","Kuhmoinen",27,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,10,0,3,1,0
"1999","Kumlinge",7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,0
"1999","Kuopio",500,1,0,0,1,0,3,4,8,15,15,18,25,37,45,59,67,59,62,49,25,7
"1999","Kuortane",30,0,0,0,0,0,0,0,0,0,1,1,3,3,1,2,6,5,4,3,1,0
"1999","Kurikka",166,0,0,0,0,1,1,0,3,4,3,6,6,7,5,19,26,31,25,24,4,1
"1999","Kustavi",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,3,0
"1999","Kuusamo",87,1,0,1,0,2,0,1,1,2,2,8,5,2,7,10,13,9,11,11,1,0
"1999","Kyyjärvi",17,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,1,4,1,2,1,0
"1999","Kärkölä",30,0,0,1,0,0,1,0,0,0,2,2,3,1,2,1,5,2,6,3,1,0
"1999","Kärsämäki",26,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,4,3,6,4,1,0
"1999","Kökar",5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0
"1999","Lahti",475,1,2,0,0,1,2,7,9,7,8,20,37,36,56,45,58,69,55,31,27,4
"1999","Laihia",39,0,0,0,0,0,1,1,0,0,2,3,2,1,3,2,4,10,3,4,3,0
"1999","Laitila",47,0,0,0,0,0,0,0,0,3,1,0,2,1,3,4,9,11,5,5,2,1
"1999","Lapinjärvi",13,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,2,4,1,1,0,0
"1999","Lapinlahti",82,0,0,0,2,0,0,1,1,2,4,5,6,2,4,7,14,16,10,4,3,1
"1999","Lappajärvi",25,0,0,0,0,0,0,0,0,0,1,0,1,4,5,2,2,2,4,3,1,0
"1999","Lappeenranta",380,4,0,0,0,1,3,3,4,3,8,10,26,23,36,49,58,44,42,44,18,4
"1999","Lapua",79,0,0,0,0,1,1,1,1,3,1,5,3,5,5,8,14,12,9,6,3,1
"1999","Laukaa",78,2,0,0,0,0,0,0,1,2,4,6,2,2,8,13,16,4,4,10,3,1
"1999","Lemi",17,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,5,2,1,1,1,1
"1999","Lemland",9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,1,1,0
