"12ak -- Deaths by age (5-year), sex and area, 1990-2021"

"Year","Area","Males Total Deaths","Males 0 Deaths","Males 1 - 4 Deaths","Males 5 - 9 Deaths","Males 10 - 14 Deaths","Males 15 - 19 Deaths","Males 20 - 24 Deaths","Males 25 - 29 Deaths","Males 30 - 34 Deaths","Males 35 - 39 Deaths","Males 40 - 44 Deaths","Males 45 - 49 Deaths","Males 50 - 54 Deaths","Males 55 - 59 Deaths","Males 60 - 64 Deaths","Males 65 - 69 Deaths","Males 70 - 74 Deaths","Males 75 - 79 Deaths","Males 80 - 84 Deaths","Males 85 - 89 Deaths","Males 90 - 94 Deaths","Males 95 - Deaths"
"1990","WHOLE COUNTRY",25016,190,42,39,44,159,284,278,399,596,917,888,1168,1622,2477,2989,3118,3792,3310,1909,666,129
"1990","Akaa",100,1,0,0,0,0,0,3,2,1,1,3,3,10,7,12,13,19,17,7,1,0
"1990","Alajärvi",58,1,0,0,0,0,0,0,0,2,1,4,2,5,3,5,12,11,8,4,0,0
"1990","Alavieska",13,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,2,4,0,0,0
"1990","Alavus",71,2,0,0,0,0,1,0,0,0,1,6,4,4,7,12,8,8,5,10,1,2
"1990","Asikkala",65,0,0,0,1,1,1,0,0,1,0,0,3,6,6,8,5,11,9,12,1,0
"1990","Askola",26,0,0,0,0,0,0,0,0,1,2,1,4,3,4,2,3,2,1,3,0,0
"1990","Aura",13,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,2,3,1,1,0
"1990","Brändö",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
"1990","Eckerö",6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0
"1990","Enonkoski",13,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,5,0,0,0
"1990","Enontekiö",12,0,0,0,1,0,0,0,0,1,0,1,2,0,2,1,1,0,2,0,1,0
"1990","Espoo",488,11,2,1,1,3,7,7,10,17,19,24,32,34,46,47,60,81,52,27,7,0
"1990","Eura",75,1,0,0,0,1,0,1,0,1,3,0,3,6,8,13,9,9,8,6,6,0
"1990","Eurajoki",43,0,1,0,2,0,0,0,0,0,2,1,3,2,7,6,4,7,5,2,1,0
"1990","Evijärvi",16,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,2,3,1,1,0,0
"1990","Finström",10,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,2,1,0,0
"1990","Forssa",91,0,0,0,0,1,2,1,0,2,4,2,3,4,11,11,15,11,14,8,2,0
"1990","Föglö",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
"1990","Geta",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1990","Haapajärvi",53,0,0,0,0,0,0,1,1,0,3,1,2,3,6,6,5,12,5,4,4,0
"1990","Haapavesi",36,0,0,0,1,0,0,0,0,0,2,1,2,0,3,6,6,6,7,2,0,0
"1990","Hailuoto",9,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,0,1,1,0,0
"1990","Halsua",11,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,2,3,0,0,0
"1990","Hamina",121,0,0,0,0,0,0,1,2,4,6,4,5,3,14,12,22,22,15,5,6,0
"1990","Hammarland",6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0
"1990","Hankasalmi",43,0,0,0,0,0,0,1,0,2,2,0,3,1,5,6,9,5,5,2,2,0
"1990","Hanko",51,0,0,0,0,1,0,1,1,1,2,4,2,1,5,3,6,5,9,7,2,1
"1990","Harjavalta",36,0,0,0,0,0,0,1,0,2,3,0,4,3,6,3,6,3,3,1,1,0
"1990","Hartola",34,1,0,0,0,0,0,1,0,1,1,0,3,2,3,10,3,6,3,0,0,0
"1990","Hattula",42,1,0,0,0,0,1,0,0,0,6,1,4,2,1,8,1,7,6,2,1,1
"1990","Hausjärvi",52,0,0,0,0,1,0,0,2,2,1,3,3,4,6,8,8,4,7,3,0,0
"1990","Heinola",119,1,0,0,0,2,0,2,1,4,7,4,3,9,14,11,16,23,12,8,2,0
"1990","Heinävesi",38,0,0,0,0,0,1,0,0,0,0,0,5,4,10,5,3,3,3,4,0,0
"1990","Helsinki",2546,24,4,1,4,9,31,42,53,83,112,125,142,179,230,282,303,365,335,158,56,8
"1990","Hirvensalmi",17,0,0,0,0,0,0,0,0,0,1,3,1,0,3,2,0,2,3,0,2,0
"1990","Hollola",110,3,0,0,0,2,0,0,5,2,4,4,13,12,9,13,9,10,13,9,2,0
"1990","Huittinen",73,0,0,0,1,0,0,0,0,4,1,4,0,4,5,8,14,14,9,5,3,1
"1990","Humppila",16,0,0,0,0,0,1,0,1,1,0,0,1,1,0,2,2,0,6,1,0,0
"1990","Hyrynsalmi",25,0,0,0,0,0,0,1,0,0,0,0,4,0,3,6,2,5,0,4,0,0
"1990","Hyvinkää",154,0,0,0,0,0,2,4,4,4,8,4,10,8,19,12,16,28,20,8,6,1
"1990","Hämeenkyrö",59,0,0,0,0,0,0,1,0,1,1,0,3,3,6,9,9,11,8,5,2,0
"1990","Hämeenlinna",322,0,0,1,0,3,3,0,4,12,11,11,12,19,25,45,35,52,61,18,9,1
"1990","Ii",49,0,0,0,0,0,0,0,0,1,0,2,4,2,4,11,3,8,8,5,1,0
"1990","Iisalmi",114,0,0,0,0,1,0,1,3,4,7,8,6,7,14,13,13,17,12,7,1,0
"1990","Iitti",62,0,0,0,1,1,0,1,0,0,1,3,1,7,5,9,8,11,9,3,1,1
"1990","Ikaalinen",44,0,0,0,0,0,0,0,0,0,3,2,3,0,3,6,9,4,10,4,0,0
"1990","Ilmajoki",55,0,0,1,1,0,1,0,1,1,2,2,3,2,8,10,5,11,3,3,1,0
"1990","Ilomantsi",49,0,0,0,0,0,1,0,1,2,4,2,0,2,4,3,9,9,6,5,1,0
"1990","Imatra",191,1,0,1,0,0,1,3,4,5,8,8,9,17,15,18,18,30,35,12,4,2
"1990","Inari",43,0,0,0,0,1,1,1,2,0,1,3,2,4,3,3,6,7,7,1,1,0
"1990","Ingå",27,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,3,4,5,4,2,0
"1990","Isojoki",26,0,0,0,0,0,0,1,0,0,1,0,1,0,1,5,3,6,3,1,4,0
"1990","Isokyrö",24,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,5,5,5,2,1,0
"1990","Janakkala",78,1,0,1,0,1,0,0,0,0,3,1,5,4,4,12,4,14,11,10,7,0
"1990","Joensuu",288,0,1,1,0,3,2,2,1,9,12,8,17,23,33,27,35,46,41,20,6,1
"1990","Jokioinen",27,0,1,0,0,0,0,0,0,1,1,1,0,1,5,2,3,2,3,6,1,0
"1990","Jomala",12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,2,1,0,2,0
"1990","Joroinen",31,0,0,1,0,0,1,1,1,0,2,0,1,2,3,3,6,1,5,3,1,0
"1990","Joutsa",53,0,0,0,0,0,0,0,2,1,3,3,0,2,5,10,4,11,7,4,1,0
"1990","Juuka",45,0,0,0,0,0,0,0,1,0,0,1,2,4,6,2,11,6,7,4,1,0
"1990","Juupajoki",11,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,4,1,1,0
"1990","Juva",54,0,0,0,0,0,1,0,0,0,2,3,2,3,4,5,10,7,8,6,3,0
"1990","Jyväskylä",443,2,0,2,1,0,5,10,19,9,14,14,13,26,38,64,56,68,57,36,8,1
"1990","Jämijärvi",20,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,3,5,2,3,0,0
"1990","Jämsä",148,1,0,0,0,0,4,1,6,1,4,6,4,9,14,12,18,29,19,11,8,1
"1990","Järvenpää",102,1,0,0,0,1,5,1,2,6,5,8,2,6,5,10,18,14,11,6,1,0
"1990","Kaarina",76,1,0,0,0,0,0,1,1,4,5,3,6,4,14,8,4,12,8,2,3,0
"1990","Kaavi",32,0,0,0,0,0,1,1,1,0,2,0,2,3,0,5,6,4,5,2,0,0
"1990","Kajaani",163,1,0,0,0,0,3,5,6,4,5,5,12,7,15,22,23,23,16,13,1,2
"1990","Kalajoki",53,1,0,0,0,0,0,0,1,1,0,2,4,2,5,2,8,10,11,5,1,0
"1990","Kangasala",119,0,0,0,0,2,4,0,0,6,6,2,9,5,9,20,11,17,14,11,2,1
"1990","Kangasniemi",57,1,0,0,0,1,0,0,1,1,2,1,4,2,11,6,6,8,8,4,1,0
"1990","Kankaanpää",76,2,0,0,0,0,1,1,0,2,3,2,3,2,10,11,11,10,10,7,1,0
"1990","Kannonkoski",18,0,0,0,0,0,0,0,0,0,1,0,2,2,0,3,2,1,4,3,0,0
"1990","Kannus",33,0,1,0,0,0,2,0,0,0,2,1,2,1,2,3,0,7,5,3,4,0
"1990","Karijoki",14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,5,3,1,0
"1990","Karkkila",50,1,0,0,0,1,0,0,1,0,3,1,3,3,2,8,5,12,5,2,3,0
"1990","Karstula",40,0,0,0,0,0,0,1,1,1,0,2,1,3,9,7,6,4,3,2,0,0
"1990","Karvia",23,0,0,0,0,0,0,0,0,0,2,2,1,1,2,3,1,4,3,4,0,0
"1990","Kaskinen",10,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,2,0,2,0
"1990","Kauhajoki",87,1,0,1,1,0,0,0,0,0,5,1,2,2,3,7,14,29,12,7,0,2
"1990","Kauhava",100,0,0,0,0,1,2,1,1,0,1,4,3,8,7,14,18,14,19,5,2,0
"1990","Kauniainen",22,0,0,0,0,0,0,1,0,0,1,1,0,0,2,3,3,3,4,4,0,0
"1990","Kaustinen",20,0,0,0,0,0,2,0,0,0,0,1,0,3,0,5,3,2,1,2,1,0
"1990","Keitele",36,0,0,0,0,0,1,0,0,0,0,1,2,3,3,6,7,6,4,2,1,0
"1990","Kemi",114,2,0,0,0,2,0,0,4,4,6,4,8,10,7,16,12,12,17,7,2,1
"1990","Kemijärvi",70,1,0,0,0,0,0,0,2,0,4,2,4,6,8,7,7,13,9,6,1,0
"1990","Keminmaa",34,0,0,0,0,0,0,0,0,2,0,2,2,2,5,4,6,4,3,3,1,0
"1990","Kimitoön",75,0,0,0,0,1,1,0,1,2,0,0,2,2,6,12,10,9,18,4,7,0
"1990","Kempele",22,0,0,0,0,0,1,0,1,0,3,1,1,3,0,3,5,3,0,0,1,0
"1990","Kerava",97,3,1,1,0,3,5,3,3,5,1,2,6,10,11,12,10,9,6,2,4,0
"1990","Keuruu",75,0,0,0,0,0,2,0,0,1,4,0,2,3,7,12,9,14,13,4,3,1
"1990","Kihniö",13,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,3,2,0,0,0
"1990","Kinnula",11,0,0,0,0,0,0,0,1,0,1,1,0,3,1,1,1,1,1,0,0,0
"1990","Kirkkonummi",72,0,1,0,0,0,1,1,1,7,4,2,9,5,4,7,11,6,8,5,0,0
"1990","Kitee",95,1,1,0,0,1,1,1,0,2,1,3,3,6,12,8,14,17,13,5,4,2
"1990","Kittilä",41,4,0,0,0,1,0,1,2,0,3,1,4,3,3,6,1,3,3,4,2,0
"1990","Kiuruvesi",88,1,0,0,0,0,0,0,2,3,0,1,3,6,18,12,11,13,8,8,2,0
"1990","Kivijärvi",15,0,0,0,0,0,0,0,0,0,0,1,3,2,1,2,3,1,2,0,0,0
"1990","Kokemäki",62,0,1,1,0,1,0,0,1,0,3,2,6,5,2,2,13,12,6,7,0,0
"1990","Kokkola",155,1,0,0,0,3,0,2,1,1,0,6,7,10,12,29,20,31,18,11,3,0
"1990","Kolari",21,0,0,0,0,0,0,0,0,1,1,1,3,4,3,2,2,2,1,1,0,0
"1990","Konnevesi",33,0,0,0,1,0,0,0,0,0,2,0,0,3,5,3,8,3,4,2,2,0
"1990","Kontiolahti",45,1,1,0,0,1,2,1,0,2,1,3,3,3,5,4,3,8,4,2,1,0
"1990","Korsnäs",16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,4,5,1,0,0
"1990","Koski Tl",17,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,5,0,2,0
"1990","Kotka",353,1,0,0,0,1,3,4,4,9,18,13,24,24,39,50,41,51,38,23,10,0
"1990","Kouvola",498,7,0,0,0,2,3,1,9,13,31,19,22,40,51,45,55,71,75,41,13,0
"1990","Kristinestad",41,0,0,0,0,0,0,0,1,0,0,0,2,2,2,6,7,8,8,4,1,0
"1990","Kronoby",45,2,0,0,0,1,1,0,0,0,0,1,1,0,0,7,4,12,9,5,0,2
"1990","Kuhmo",61,1,0,0,0,2,0,0,2,4,4,1,1,5,7,8,7,5,10,2,2,0
"1990","Kuhmoinen",28,0,0,0,0,0,0,1,0,0,1,0,0,4,1,4,4,8,3,2,0,0
"1990","Kumlinge",4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0
"1990","Kuopio",484,4,1,0,0,4,4,9,6,13,15,16,17,22,56,60,63,72,65,35,18,4
"1990","Kuortane",32,0,0,0,0,0,0,0,1,1,0,1,0,2,5,1,3,5,7,5,1,0
"1990","Kurikka",156,2,0,0,1,2,3,3,2,0,2,3,8,9,19,26,24,19,14,10,6,3
"1990","Kustavi",5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0
"1990","Kuusamo",85,0,0,0,0,0,1,2,2,5,1,5,5,4,13,12,10,9,9,5,2,0
"1990","Kyyjärvi",15,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,6,3,0,1,0,0
"1990","Kärkölä",30,0,0,0,0,0,0,0,1,0,0,0,0,2,6,2,2,9,1,5,2,0
"1990","Kärsämäki",21,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,7,6,1,0,0
"1990","Kökar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1990","Lahti",551,3,0,1,0,4,9,4,9,17,20,33,30,31,63,67,74,74,60,37,13,2
"1990","Laihia",36,0,0,1,0,0,1,2,0,0,0,0,2,0,1,5,11,1,6,3,2,1
"1990","Laitila",43,1,0,0,0,1,1,0,0,0,0,0,2,3,1,9,7,5,10,2,1,0
"1990","Lapinjärvi",26,0,0,0,0,0,0,0,0,0,0,1,0,4,3,3,1,5,4,2,3,0
"1990","Lapinlahti",100,0,0,0,0,2,1,1,1,2,4,1,4,11,19,16,10,9,12,4,2,1
"1990","Lappajärvi",19,1,0,0,0,1,1,0,0,1,0,1,0,0,2,2,3,2,4,1,0,0
"1990","Lappeenranta",348,1,0,0,0,0,6,5,4,12,10,16,23,20,27,45,40,54,51,26,7,1
"1990","Lapua",86,1,0,2,0,0,1,1,1,1,4,1,6,3,11,9,15,11,12,3,3,1
"1990","Laukaa",65,1,0,0,0,0,1,1,2,0,3,2,2,4,9,5,10,6,12,7,0,0
"1990","Lemi",15,0,0,0,0,0,0,0,0,1,0,1,3,1,0,2,0,0,5,2,0,0
"1990","Lemland",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0
"1990","Lempäälä",66,2,0,0,0,2,2,1,0,1,1,2,2,3,10,6,7,14,8,3,1,1
"1990","Leppävirta",65,0,0,0,0,0,0,1,1,0,3,2,2,9,11,7,9,7,8,3,1,1
"1990","Lestijärvi",5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0
"1990","Lieksa",108,0,1,0,0,2,1,0,3,2,2,3,4,7,10,19,15,17,12,7,3,0
"1990","Lieto",54,1,0,0,0,3,0,0,1,2,3,1,3,6,3,4,5,8,7,6,0,1
"1990","Liminka",19,0,0,1,0,1,0,0,0,1,0,0,1,0,2,4,3,2,3,1,0,0
"1990","Liperi",59,0,0,0,0,1,0,0,1,1,0,0,0,8,12,7,6,5,9,8,0,1
"1990","Lohja",177,1,0,0,0,0,2,6,1,3,11,5,9,7,13,26,20,27,28,14,3,1
"1990","Loimaa",130,1,0,0,0,1,4,2,1,2,3,2,4,6,17,15,14,19,21,13,5,0
"1990","Loppi",39,1,0,0,0,0,0,0,1,0,1,0,3,2,5,4,5,7,2,6,1,1
"1990","Loviisa",112,0,0,0,0,1,1,0,5,3,3,4,2,7,10,12,21,19,13,6,5,0
"1990","Luhanka",12,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,0,1,1,0,0
"1990","Lumijoki",7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0
"1990","Lumparland",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"1990","Larsmo",10,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,3,1,2,0,0
"1990","Luumäki",45,0,0,0,0,1,0,0,2,0,1,2,4,5,2,7,5,5,5,6,0,0
"1990","Malax",34,0,0,0,0,0,0,0,1,0,1,1,0,3,3,5,5,4,9,2,0,0
"1990","Mariehamn",37,0,0,0,0,0,1,0,1,0,1,2,1,3,3,4,10,5,2,3,1,0
"1990","Marttila",16,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,3,4,2,0,0,0
"1990","Masku",27,0,1,0,0,0,0,0,1,1,2,1,0,2,2,5,3,2,4,3,0,0
"1990","Merijärvi",9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,3,0,0
"1990","Merikarvia",32,0,0,0,0,0,0,0,1,0,0,0,1,4,2,6,5,7,5,0,1,0
"1990","Miehikkälä",29,0,0,0,0,0,0,0,0,0,1,1,0,4,4,2,3,4,2,5,2,1
"1990","Mikkeli",304,1,0,0,1,2,2,5,3,3,14,13,13,21,38,29,43,42,38,28,6,2
"1990","Muhos",40,0,0,0,0,0,0,0,1,2,1,2,1,1,4,6,8,6,2,5,1,0
"1990","Multia",14,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,1,4,1,0,0,0
"1990","Muonio",16,0,0,0,1,0,0,0,0,1,1,0,1,2,2,0,3,1,1,1,1,1
"1990","Korsholm",66,1,0,0,1,0,1,0,0,0,0,3,1,3,3,7,11,13,6,10,6,0
"1990","Muurame",20,0,0,0,0,0,0,0,0,2,0,0,0,2,2,4,2,4,3,0,1,0
"1990","Mynämäki",40,0,0,0,0,0,0,0,0,2,2,1,0,1,2,5,10,5,4,7,1,0
"1990","Myrskylä",13,0,0,0,0,1,0,0,1,0,3,0,0,1,0,1,0,2,3,0,1,0
"1990","Mäntsälä",74,3,0,0,0,0,0,1,0,4,2,2,5,5,6,8,9,10,10,4,4,1
"1990","Mänttä-Vilppula",88,0,0,0,0,0,2,1,0,2,2,3,5,5,8,12,12,15,12,6,3,0
"1990","Mäntyharju",60,0,0,0,0,0,3,0,2,1,3,3,3,1,6,7,11,5,4,9,2,0
"1990","Naantali",62,0,0,0,0,2,1,0,1,0,3,1,3,5,8,1,7,10,10,7,3,0
"1990","Nakkila",23,0,0,0,0,0,0,0,0,0,1,1,4,0,0,5,0,4,5,2,1,0
"1990","Nivala",57,0,0,0,0,1,3,0,0,3,3,1,4,2,4,7,7,9,10,3,0,0
"1990","Nokia",147,1,2,1,0,1,1,4,3,2,8,5,4,12,13,17,13,30,19,6,5,0
"1990","Nousiainen",17,0,0,0,0,0,0,1,0,0,1,0,0,1,3,1,2,4,1,2,1,0
"1990","Nurmes",131,0,0,0,0,1,1,1,2,3,4,3,4,6,23,11,21,13,17,12,8,1
"1990","Nurmijärvi",78,1,0,0,0,0,1,2,1,3,2,3,4,3,10,5,8,16,13,5,1,0
"1990","Närpes",61,1,0,0,0,0,0,0,0,0,0,1,2,1,7,5,12,13,6,7,4,2
"1990","Orimattila",90,1,1,0,0,0,0,0,3,1,5,2,1,7,5,8,11,10,18,13,4,0
"1990","Oripää",11,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,2,3,0,0,0
"1990","Orivesi",48,0,0,0,0,0,0,0,1,0,0,2,2,4,1,10,7,7,7,5,1,1
"1990","Oulainen",40,1,0,0,0,0,0,0,0,1,0,3,0,0,5,7,7,6,7,3,0,0
"1990","Oulu",500,2,1,3,1,4,7,7,10,17,15,22,28,45,61,60,48,82,52,27,8,0
"1990","Outokumpu",59,0,0,0,0,0,2,1,1,2,3,6,1,3,7,5,14,5,5,4,0,0
"1990","Padasjoki",30,0,0,0,0,0,0,0,1,0,2,1,0,0,1,2,6,6,5,6,0,0
"1990","Paimio",58,2,0,1,3,1,1,0,1,1,0,0,2,2,6,3,4,13,9,7,2,0
"1990","Paltamo",29,0,1,0,0,0,0,1,1,3,2,1,0,1,5,5,3,3,2,1,0,0
"1990","Pargas",96,2,1,0,0,1,2,1,1,1,0,2,4,1,8,11,19,16,13,12,1,0
"1990","Parikkala",55,0,0,0,0,1,0,0,3,1,1,0,4,2,6,5,9,8,7,2,6,0
"1990","Parkano",45,0,0,0,0,0,1,0,0,0,2,0,2,4,4,6,8,5,7,3,3,0
"1990","Pedersöre",49,0,0,0,0,1,0,1,0,1,0,1,0,1,5,7,3,12,10,5,1,1
"1990","Pelkosenniemi",12,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,4,2,0,0,0
"1990","Pello",22,0,0,0,0,0,1,2,1,0,1,2,2,0,1,2,6,2,0,1,1,0
"1990","Perho",29,1,0,0,2,0,1,1,1,0,0,0,2,2,4,2,6,4,2,1,0,0
"1990","Pertunmaa",23,0,0,0,0,0,1,0,0,0,1,0,3,0,2,3,2,4,5,1,1,0
"1990","Petäjävesi",29,0,0,0,0,0,1,0,0,0,0,1,2,0,2,6,0,9,1,4,3,0
"1990","Pieksämäki",122,0,0,1,0,0,1,1,3,1,3,3,3,12,15,20,22,14,12,7,3,1
"1990","Pielavesi",65,0,0,0,0,1,1,2,1,0,2,1,2,4,6,9,8,15,8,4,1,0
"1990","Jakobstad",95,0,1,1,0,1,1,0,0,0,2,4,3,4,8,11,16,16,12,11,3,1
"1990","Pihtipudas",42,0,1,0,0,0,2,0,1,1,2,2,2,6,6,4,4,3,5,2,0,1
"1990","Pirkkala",34,1,0,0,0,0,1,0,0,1,3,1,2,3,3,5,4,5,2,3,0,0
"1990","Polvijärvi",48,0,0,0,0,0,0,1,0,3,1,1,1,3,8,3,5,10,7,3,2,0
"1990","Pomarkku",21,0,0,0,0,0,1,0,1,0,2,0,2,1,2,1,4,1,1,3,2,0
"1990","Pori",433,1,1,0,1,1,4,4,8,10,17,19,14,23,44,47,50,75,62,43,9,0
"1990","Pornainen",14,1,0,0,0,0,0,1,0,1,0,0,1,0,0,3,0,3,2,1,1,0
"1990","Porvoo",189,0,0,0,0,3,1,2,1,6,8,7,5,14,20,27,23,19,30,16,5,2
"1990","Posio",47,0,0,0,0,1,1,1,0,0,2,2,3,4,5,5,3,11,8,1,0,0
"1990","Pudasjärvi",78,0,0,1,0,0,2,0,0,1,1,7,5,8,9,13,6,10,7,5,2,1
"1990","Pukkila",12,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,3,3,0,0,0,0
"1990","Punkalaidun",53,0,0,0,0,0,0,0,1,1,1,0,2,3,6,4,6,11,10,6,2,0
"1990","Puolanka",38,0,0,0,0,1,0,0,1,2,1,2,0,2,5,6,7,3,3,2,2,1
"1990","Puumala",34,0,0,1,0,1,0,0,1,0,1,0,2,0,7,3,6,6,4,2,0,0
"1990","Pyhtää",24,0,0,0,0,0,0,1,0,0,2,0,2,2,1,1,5,3,2,3,2,0
"1990","Pyhäjoki",21,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,2,6,3,3,1,0
"1990","Pyhäjärvi",50,1,0,0,0,0,1,1,0,1,2,1,3,3,2,5,5,7,13,2,2,1
"1990","Pyhäntä",12,0,0,0,1,0,0,0,0,0,0,1,2,0,2,2,0,1,1,2,0,0
"1990","Pyhäranta",22,0,0,0,0,0,1,1,0,0,0,0,1,2,3,2,0,3,3,4,1,1
"1990","Pälkäne",49,0,0,0,0,0,0,0,0,0,2,2,1,4,4,2,7,14,3,6,3,1
"1990","Pöytyä",51,0,0,0,0,0,0,0,1,0,3,0,0,3,3,13,3,5,11,7,1,1
"1990","Raahe",107,0,0,0,0,1,0,3,1,4,6,2,6,6,5,8,21,21,14,4,4,1
"1990","Raasepori",150,2,0,0,0,1,1,1,1,1,0,3,2,6,9,19,21,36,32,11,3,1
"1990","Raisio",58,1,0,0,0,0,0,0,3,4,1,1,2,4,7,8,6,6,8,6,1,0
"1990","Rantasalmi",33,0,0,1,0,0,0,0,1,0,0,0,2,4,4,5,7,1,6,2,0,0
"1990","Ranua",33,0,0,0,0,1,0,0,0,2,4,0,0,1,5,8,4,1,3,1,2,1
"1990","Rauma",190,0,1,0,2,2,1,1,2,7,9,8,10,14,22,26,20,19,22,16,7,1
"1990","Rautalampi",38,0,0,0,0,0,0,0,1,0,3,1,2,1,2,4,8,3,9,3,1,0
"1990","Rautavaara",17,0,0,0,0,0,0,0,0,1,0,3,0,0,2,2,5,0,2,2,0,0
"1990","Rautjärvi",35,1,0,0,0,0,0,0,0,0,0,2,4,3,3,4,2,6,3,3,2,2
"1990","Reisjärvi",21,0,0,0,0,0,0,0,0,1,0,1,1,1,3,3,3,6,1,0,1,0
"1990","Riihimäki",157,1,0,0,0,1,2,4,2,2,10,6,8,9,13,22,17,23,25,9,3,0
"1990","Ristijärvi",10,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,2,0,1,0
"1990","Rovaniemi",225,5,0,1,2,2,4,3,4,2,10,6,10,15,28,38,27,31,19,14,3,1
"1990","Ruokolahti",43,0,0,1,0,2,0,0,0,1,0,1,0,3,5,5,4,8,3,5,2,3
"1990","Ruovesi",46,0,0,0,0,0,1,1,0,0,0,0,1,3,5,6,4,7,7,8,3,0
"1990","Rusko",13,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,2,2,2,1,0
"1990","Rääkkylä",42,0,0,0,0,0,0,0,0,2,2,2,2,2,3,5,6,7,8,3,0,0
"1990","Saarijärvi",72,2,0,0,0,0,1,0,0,2,1,0,3,7,4,9,15,14,7,6,1,0
"1990","Salla",35,0,0,0,0,0,1,0,0,1,1,2,2,5,3,3,3,3,3,6,2,0
"1990","Salo",270,5,0,0,1,1,4,1,4,5,9,7,15,17,28,27,30,32,45,22,13,4
"1990","Saltvik",7,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,2,0,0
"1990","Sastamala",172,1,0,0,0,1,0,2,2,5,4,5,4,8,14,18,20,29,33,20,5,1
"1990","Sauvo",19,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,1,6,1,3,2,0
"1990","Savitaipale",36,0,0,0,1,1,0,0,0,0,2,1,3,1,7,5,4,7,3,0,1,0
"1990","Savonlinna",265,0,0,0,0,3,5,5,3,8,10,3,7,20,26,41,30,32,44,18,5,5
"1990","Savukoski",13,0,0,0,0,0,0,1,0,1,1,0,0,1,3,1,2,0,1,1,0,1
"1990","Seinäjoki",202,3,0,1,0,0,4,3,3,4,2,7,7,15,16,22,25,41,29,8,9,3
"1990","Sievi",21,0,0,0,0,0,0,0,0,0,1,2,0,1,0,3,3,7,1,2,1,0
"1990","Siikainen",14,0,0,0,0,0,1,0,0,0,1,0,0,2,1,2,2,0,2,1,2,0
"1990","Siikajoki",40,0,1,1,0,0,1,0,1,2,1,1,1,0,5,1,4,7,7,4,3,0
"1990","Siikalatva",51,0,1,0,0,0,0,0,0,1,0,4,5,3,6,9,3,11,3,1,4,0
"1990","Siilinjärvi",58,0,0,0,0,1,1,1,0,1,4,3,4,2,6,6,8,9,4,8,0,0
"1990","Simo",22,0,0,0,0,1,0,0,0,1,0,2,0,1,2,5,3,2,1,1,3,0
