"12ak -- Deaths by age (5-year), sex and area, 1990-2021"

"Year","Area","Females Total Deaths","Females 0 Deaths","Females 1 - 4 Deaths","Females 5 - 9 Deaths","Females 10 - 14 Deaths","Females 15 - 19 Deaths","Females 20 - 24 Deaths","Females 25 - 29 Deaths","Females 30 - 34 Deaths","Females 35 - 39 Deaths","Females 40 - 44 Deaths","Females 45 - 49 Deaths","Females 50 - 54 Deaths","Females 55 - 59 Deaths","Females 60 - 64 Deaths","Females 65 - 69 Deaths","Females 70 - 74 Deaths","Females 75 - 79 Deaths","Females 80 - 84 Deaths","Females 85 - 89 Deaths","Females 90 - 94 Deaths","Females 95 - Deaths"
"1999","Kaarina",81,0,1,0,0,0,0,0,0,1,0,2,6,3,5,3,9,11,14,15,9,2
"1999","Kaavi",24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,4,6,3,3,0
"1999","Kajaani",145,0,0,0,0,0,0,0,1,0,1,3,4,7,6,12,12,27,25,25,19,3
"1999","Kalajoki",54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,6,11,15,5,2
"1999","Kangasala",109,0,0,0,0,0,0,0,0,0,2,0,3,1,1,8,11,9,21,27,21,5
"1999","Kangasniemi",54,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,9,9,16,6,2
"1999","Kankaanpää",83,1,0,0,0,0,0,1,0,1,1,2,3,3,3,0,10,15,14,16,11,2
"1999","Kannonkoski",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,2,0
"1999","Kannus",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,9,4,4,0
"1999","Karijoki",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,3,4,1
"1999","Karkkila",47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,6,15,11,4,3
"1999","Karstula",24,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,5,5,4,4,0
"1999","Karvia",20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,3,5,1,0
"1999","Kaskinen",6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1
"1999","Kauhajoki",83,0,0,0,1,0,0,0,0,0,1,3,3,2,2,6,5,12,20,16,10,2
"1999","Kauhava",119,0,0,1,1,0,0,1,0,0,0,2,1,3,3,4,10,20,21,34,16,2
"1999","Kauniainen",22,0,0,0,0,0,2,1,0,0,0,0,1,1,3,2,1,3,0,4,3,1
"1999","Kaustinen",19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,1,3,2
"1999","Keitele",24,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,4,6,5,1,1
"1999","Kemi",109,0,0,0,0,1,0,0,0,0,2,4,1,2,6,7,19,16,26,20,4,1
"1999","Kemijärvi",55,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,9,7,9,12,7,1
"1999","Keminmaa",24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,2,5,7,0
"1999","Kimitoön",65,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,7,13,17,12,2
"1999","Kempele",32,1,0,0,0,1,0,0,0,1,1,3,0,1,2,0,1,6,4,5,5,1
"1999","Kerava",101,0,1,1,0,0,0,0,1,2,3,3,2,2,1,8,11,20,13,17,13,3
"1999","Keuruu",73,1,0,0,0,0,1,0,0,1,1,1,1,0,0,3,10,17,13,13,8,3
"1999","Kihniö",22,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,5,6,4,2,0,1
"1999","Kinnula",14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,0
"1999","Kirkkonummi",52,0,0,0,1,0,0,0,0,2,2,2,0,1,1,2,3,8,12,10,7,1
"1999","Kitee",79,0,0,0,0,0,0,0,0,0,1,1,2,2,4,2,4,19,15,18,9,2
"1999","Kittilä",37,0,0,1,1,0,0,1,1,0,0,0,0,1,3,0,3,8,6,6,6,0
"1999","Kiuruvesi",64,0,0,0,0,1,1,0,0,1,0,1,2,1,2,2,5,12,6,19,8,3
"1999","Kivijärvi",10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,4,1,1
"1999","Kokemäki",66,0,0,0,0,0,0,0,1,0,0,0,1,1,0,5,5,5,17,17,10,4
"1999","Kokkola",177,2,0,0,0,0,0,0,0,1,1,2,6,4,6,9,16,33,22,43,29,3
"1999","Kolari",15,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,2,3,3,1,1
"1999","Konnevesi",23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,6,5,1,4,2
"1999","Kontiolahti",38,0,0,0,0,0,0,0,1,0,1,2,1,0,0,1,4,8,8,8,4,0
"1999","Korsnäs",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,4,5,0,0
"1999","Koski Tl",23,1,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,3,6,3,2,2
"1999","Kotka",375,2,1,1,0,2,0,1,2,1,3,6,7,5,16,17,45,53,61,96,43,13
"1999","Kouvola",503,0,0,0,0,0,1,0,2,2,6,9,16,10,15,20,48,64,111,114,66,19
"1999","Kristinestad",59,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,5,16,13,7,9,3
"1999","Kronoby",32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,8,6,10,2
"1999","Kuhmo",57,0,0,0,1,0,0,0,0,0,1,2,2,2,3,5,2,12,10,12,5,0
"1999","Kuhmoinen",20,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,3,3,5,3,0
"1999","Kumlinge",9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,4,1,1
"1999","Kuopio",501,2,1,0,0,0,1,1,1,1,6,9,17,14,16,25,46,68,103,99,71,20
"1999","Kuortane",27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,4,4,11,1,1
"1999","Kurikka",161,0,0,1,1,0,2,0,0,0,1,2,1,4,5,12,14,26,30,33,23,6
"1999","Kustavi",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,1,0
"1999","Kuusamo",72,0,0,1,0,0,1,0,1,0,1,1,0,2,2,6,9,14,14,15,5,0
"1999","Kyyjärvi",12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,2,2,1,0
"1999","Kärkölä",30,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,4,3,3,7,7,2
"1999","Kärsämäki",16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,4,4,1,0
"1999","Kökar",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"1999","Lahti",582,4,0,0,1,1,2,1,0,0,8,11,6,18,20,30,56,96,116,135,56,21
"1999","Laihia",39,0,0,0,0,1,0,1,0,0,0,1,2,1,1,3,1,7,5,7,8,1
"1999","Laitila",42,0,0,0,0,0,0,0,0,1,1,3,0,0,1,1,3,7,4,16,1,4
"1999","Lapinjärvi",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,7,1,3
"1999","Lapinlahti",75,0,0,0,0,1,0,0,1,2,0,2,0,2,2,2,8,15,6,20,12,2
"1999","Lappajärvi",25,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,2,5,4,6,1,1
"1999","Lappeenranta",368,0,0,0,0,0,1,1,0,0,2,2,10,7,15,14,41,53,89,76,47,10
"1999","Lapua",83,0,0,0,0,1,0,0,0,0,1,1,2,0,5,2,4,14,20,22,9,2
"1999","Laukaa",63,0,0,0,1,0,1,1,1,0,0,3,1,2,2,4,4,11,9,14,8,1
"1999","Lemi",20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,5,4,5,1
"1999","Lemland",8,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,2,1,1,0
"1999","Lempäälä",55,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,5,4,14,11,14,1
"1999","Leppävirta",71,0,0,0,0,0,0,0,0,2,1,2,3,2,1,3,6,16,11,14,7,3
"1999","Lestijärvi",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0
"1999","Lieksa",104,0,0,0,0,0,0,0,0,0,0,1,4,3,4,5,11,18,17,30,9,2
"1999","Lieto",41,2,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,4,9,11,6,1
"1999","Liminka",16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,7,1,1
"1999","Liperi",59,0,0,0,0,0,0,0,0,0,1,0,1,0,2,4,4,16,14,13,3,1
"1999","Lohja",186,0,1,0,0,0,0,0,0,0,1,1,7,8,5,4,20,33,40,36,20,10
"1999","Loimaa",126,0,0,1,0,0,0,0,0,1,0,0,7,2,3,4,9,21,30,28,19,1
"1999","Loppi",47,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,5,7,13,8,6,2
"1999","Loviisa",106,0,0,0,0,1,0,0,0,1,1,1,5,1,7,5,8,11,21,24,10,10
"1999","Luhanka",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0
"1999","Lumijoki",18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,1,2,5,2,2
"1999","Lumparland",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1999","Larsmo",12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,4,0,1,1
"1999","Luumäki",47,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,3,10,15,10,5,0
"1999","Malax",35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,5,3,11,8,2
"1999","Mariehamn",64,0,0,0,0,0,0,0,0,1,0,0,3,1,3,1,5,7,13,19,6,5
"1999","Marttila",10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,3
"1999","Masku",19,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,6,6,2,0
"1999","Merijärvi",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"1999","Merikarvia",28,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,7,9,3,2
"1999","Miehikkälä",22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,5,5,4,1
"1999","Mikkeli",267,2,0,2,0,1,0,1,1,1,1,4,6,6,13,13,28,44,42,65,25,12
"1999","Muhos",16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,2,3,3,1
"1999","Multia",12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,3,3,0,0
"1999","Muonio",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,0,0
"1999","Korsholm",82,0,0,0,0,0,0,0,1,1,0,0,3,0,1,4,3,10,17,21,14,7
"1999","Muurame",27,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,6,1,2,8,3,0
"1999","Mynämäki",38,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,3,7,8,11,3
"1999","Myrskylä",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,0
"1999","Mäntsälä",59,0,0,0,0,0,0,0,0,1,0,1,3,0,2,0,5,8,20,9,8,2
"1999","Mänttä-Vilppula",70,0,0,0,0,0,0,0,0,0,0,1,5,1,2,9,6,16,6,13,8,3
"1999","Mäntyharju",43,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,2,4,12,8,6,2
"1999","Naantali",70,0,1,0,0,0,0,0,0,0,1,3,1,1,1,3,7,7,19,17,7,2
"1999","Nakkila",25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,6,9,3,0
"1999","Nivala",47,0,0,0,0,0,1,0,0,1,1,1,0,0,0,4,5,7,5,13,7,2
"1999","Nokia",142,1,0,0,0,1,0,0,0,2,0,0,3,2,4,10,21,20,33,34,8,3
"1999","Nousiainen",17,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,2,1,3,3,2
"1999","Nurmes",79,0,0,0,0,0,0,0,0,1,1,0,2,1,0,5,8,14,20,18,8,1
"1999","Nurmijärvi",95,2,0,1,0,1,1,2,1,1,1,2,3,5,5,5,4,8,17,24,12,0
"1999","Närpes",70,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,7,11,11,13,18,4
"1999","Orimattila",79,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,13,8,18,13,13,4
"1999","Oripää",11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,1,2,0
"1999","Orivesi",66,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,4,12,14,20,6,1
"1999","Oulainen",37,0,0,0,0,0,0,0,1,1,0,2,0,2,2,4,1,4,6,12,1,1
"1999","Oulu",534,5,0,0,4,2,1,2,5,6,8,8,10,11,22,28,60,86,106,90,63,17
"1999","Outokumpu",65,0,1,0,1,0,0,0,1,0,0,1,2,1,1,5,7,16,16,11,2,0
"1999","Padasjoki",27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,7,5,1
"1999","Paimio",33,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,6,5,11,6,0
"1999","Paltamo",30,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,5,2,8,4,3,1
"1999","Pargas",88,1,0,0,0,0,1,0,0,0,1,0,6,1,3,1,10,14,9,21,13,7
"1999","Parikkala",60,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,8,9,16,14,7,1
"1999","Parkano",44,0,0,0,0,0,0,0,0,1,3,0,0,0,2,1,7,7,6,14,3,0
"1999","Pedersöre",40,1,1,0,0,0,0,0,0,0,0,1,1,3,0,0,3,5,10,13,1,1
"1999","Pelkosenniemi",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,2,0
"1999","Pello",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,10,9,6,0
"1999","Perho",14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,3,1,1
"1999","Pertunmaa",14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,2,1,3,1,0
"1999","Petäjävesi",23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,6,6,2,0
"1999","Pieksämäki",115,0,0,0,0,0,0,0,1,1,2,0,2,3,1,6,12,19,21,34,10,3
"1999","Pielavesi",48,1,0,0,0,0,0,0,0,1,1,1,0,0,1,6,5,2,9,11,9,1
"1999","Jakobstad",114,0,0,0,0,0,2,0,1,0,1,1,1,5,2,6,10,16,16,39,10,4
"1999","Pihtipudas",40,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,8,8,5,4,2
"1999","Pirkkala",40,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,5,5,12,10,3,0
"1999","Polvijärvi",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,6,6,6,4,1
"1999","Pomarkku",18,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,3,2,5,1,0
"1999","Pori",431,1,0,0,0,1,2,1,1,2,5,6,13,11,17,20,37,60,96,97,44,17
"1999","Pornainen",18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,7,2,3
"1999","Porvoo",185,0,0,0,0,0,0,0,0,1,0,7,6,9,5,9,11,25,40,44,26,2
"1999","Posio",31,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,5,2,8,6,2,2
"1999","Pudasjärvi",67,1,0,0,0,0,0,0,0,1,1,1,0,2,1,4,7,18,11,12,6,2
"1999","Pukkila",13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,1,4,0
"1999","Punkalaidun",30,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,1,3,9,7,4,0
"1999","Puolanka",31,0,0,0,0,0,0,1,1,0,2,0,0,1,1,1,2,2,8,4,8,0
"1999","Puumala",23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,6,4,6,1,0
"1999","Pyhtää",35,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,9,5,7,6,2
"1999","Pyhäjoki",21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,5,4,4,0
"1999","Pyhäjärvi",38,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,5,8,9,6,4,0
"1999","Pyhäntä",13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,3,3,2,0
"1999","Pyhäranta",14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,3,3,1,2
"1999","Pälkäne",50,0,0,0,0,0,0,0,0,1,0,1,0,1,2,4,4,11,9,7,9,1
"1999","Pöytyä",60,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,12,12,16,10,3
"1999","Raahe",88,0,0,0,0,0,1,0,0,1,1,3,5,1,2,4,3,16,21,20,7,3
"1999","Raasepori",176,1,0,0,0,1,0,0,0,2,2,1,5,3,2,7,9,23,36,48,26,10
"1999","Raisio",73,0,0,0,1,1,0,0,0,0,0,1,5,5,5,1,2,9,9,19,14,1
"1999","Rantasalmi",35,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,4,4,5,5,10,1
"1999","Ranua",31,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,5,2,6,10,1,2
"1999","Rauma",181,1,0,1,0,0,0,1,0,1,3,5,4,4,4,10,27,28,32,35,17,8
"1999","Rautalampi",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,6,4,8,1
"1999","Rautavaara",22,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,4,3,7,1,1,1
"1999","Rautjärvi",38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,5,12,3,3
"1999","Reisjärvi",18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,4,5,0,4,0
"1999","Riihimäki",122,1,0,1,0,0,1,0,0,1,1,2,0,6,2,5,12,14,28,30,16,2
"1999","Ristijärvi",22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,4,6,4,2
"1999","Rovaniemi",197,0,1,1,0,3,2,1,0,2,0,6,4,4,5,16,22,27,39,37,20,7
"1999","Ruokolahti",26,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,4,3,6,4,4,1
"1999","Ruovesi",39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,9,7,7,7,4
"1999","Rusko",13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,2,3,0,1
"1999","Rääkkylä",27,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,5,4,6,3,4,1
"1999","Saarijärvi",45,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,6,11,7,10,2,3
"1999","Salla",28,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,5,6,6,4,0
"1999","Salo",275,0,1,0,0,1,1,0,0,0,2,5,5,5,10,13,18,35,61,69,39,10
"1999","Saltvik",13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,4,2,3
"1999","Sastamala",165,2,0,1,0,0,0,0,0,0,0,1,2,3,5,4,11,24,39,42,23,8
"1999","Sauvo",19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,3,7,4,1
"1999","Savitaipale",32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,4,10,2,4,2
"1999","Savonlinna",204,0,0,0,0,1,0,1,2,2,3,2,7,3,9,9,15,30,40,48,29,3
"1999","Savukoski",4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
"1999","Seinäjoki",210,3,0,0,0,0,1,1,1,1,1,4,5,6,4,13,16,33,44,46,25,6
"1999","Sievi",35,0,0,0,0,1,0,0,0,0,1,0,1,2,2,2,3,3,9,7,4,0
"1999","Siikainen",13,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,3,3,2,0,0
"1999","Siikajoki",31,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,3,7,8,4,3
"1999","Siikalatva",48,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,8,8,12,10,5,1
"1999","Siilinjärvi",67,1,0,0,0,0,1,0,0,0,1,3,3,1,5,4,7,9,13,16,3,0
"1999","Simo",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,1,1,2
"1999","Sipoo",69,0,0,0,0,0,1,0,0,0,0,1,2,2,1,2,6,15,14,14,9,2
"1999","Siuntio",17,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,3,2,3,2,2,0
"1999","Sodankylä",40,0,0,0,0,0,0,2,0,1,0,1,0,1,0,4,8,4,9,7,3,0
"1999","Soini",13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,1,2,4,0
"1999","Somero",55,1,0,0,0,1,0,0,0,0,0,0,1,2,2,5,5,8,7,17,5,1
"1999","Sonkajärvi",36,0,0,0,0,0,0,0,1,0,0,1,0,3,0,2,5,7,6,8,2,1
"1999","Sotkamo",46,0,0,0,0,0,0,0,0,0,0,4,0,1,1,3,5,10,10,9,1,2
"1999","Sottunga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1999","Sulkava",27,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,4,3,6,5,0
"1999","Sund",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,4,0
"1999","Suomussalmi",55,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,6,8,10,13,8,3
"1999","Suonenjoki",58,1,0,0,1,0,0,0,0,1,0,0,1,2,0,1,2,13,12,12,10,2
"1999","Sysmä",41,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,4,6,14,9,4,0
"1999","Säkylä",56,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,9,13,10,13,2
"1999","Taipalsaari",21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,4,5,4,2
"1999","Taivalkoski",22,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,4,8,3,0,0
"1999","Taivassalo",14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,4,2,1
"1999","Tammela",28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,1,4,6,6,0
"1999","Tampere",978,6,1,1,1,0,2,1,3,2,9,16,21,25,17,47,82,154,170,238,146,36
"1999","Tervo",15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,4,3,1,0
"1999","Tervola",29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,6,8,5,0
"1999","Teuva",52,0,0,0,0,0,0,1,0,0,0,0,0,1,4,2,7,7,9,14,7,0
"1999","Tohmajärvi",39,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,3,8,10,8,0
"1999","Toholampi",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,1,0
"1999","Toivakka",14,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,2,6,1,0
"1999","Tornio",86,2,1,0,0,0,2,0,1,0,3,3,1,0,5,5,7,14,17,13,9,3
"1999","Turku",907,2,2,0,0,4,3,2,5,6,7,10,25,24,27,40,88,124,171,209,119,39
"1999","Tuusniemi",19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,7,3,3,3,0
"1999","Tuusula",105,2,0,0,0,0,0,0,0,2,1,5,2,3,7,6,13,7,15,21,17,4
"1999","Tyrnävä",20,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,4,6,2,1
"1999","Ulvila",48,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2,6,6,8,12,6,3
"1999","Urjala",38,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,7,5,5,10,4,0
"1999","Utajärvi",24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,5,7,3,1
"1999","Utsjoki",5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0
"1999","Uurainen",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,1,0
"1999","Nykarleby",44,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,4,5,8,10,10,1
"1999","Uusikaupunki",73,0,0,0,0,0,0,0,1,0,2,1,0,4,0,4,10,10,16,11,11,3
"1999","Vaala",26,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,3,4,7,6,1,0
"1999","Vaasa",284,0,0,0,0,0,0,1,0,1,0,7,6,7,10,9,16,42,63,61,50,11
"1999","Valkeakoski",102,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,13,14,20,21,6,7
"1999","Vantaa",463,4,0,0,2,0,3,3,6,7,10,23,31,21,26,37,38,66,87,57,30,12
"1999","Varkaus",145,0,0,0,0,0,0,0,0,1,0,1,4,3,3,7,17,25,34,32,14,4
"1999","Vehmaa",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,13,2,3
"1999","Vesanto",24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,6,4,5,2,2
"1999","Vesilahti",15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,5,3,0
"1999","Veteli",27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,9,7,2,0
"1999","Vieremä",21,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,5,4,2,0
"1999","Vihti",79,0,0,0,1,0,0,3,1,0,6,3,4,1,2,3,10,8,17,16,4,0
"1999","Viitasaari",53,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,6,11,9,13,8,3
"1999","Vimpeli",19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,5,5,2,1
"1999","Virolahti",39,0,0,0,0,0,0,0,0,1,0,1,0,2,4,3,0,7,7,7,4,3
"1999","Virrat",56,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,10,12,11,7,5
"1999","Vårdö",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1999","Vöyri",57,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,5,7,13,15,7,4
"1999","Ylitornio",26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,8,2,1
"1999","Ylivieska",71,0,0,0,0,0,0,0,0,1,2,0,1,1,2,3,4,14,14,15,10,4
"1999","Ylöjärvi",81,0,0,0,0,0,0,0,1,0,2,1,3,4,2,6,10,5,10,23,10,4
"1999","Ypäjä",17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,5,5,0
"1999","Ähtäri",54,0,0,1,0,0,0,0,0,0,0,1,0,0,3,4,4,9,8,17,5,2
"1999","Äänekoski",100,0,0,0,0,0,0,0,1,3,0,0,1,2,4,8,11,12,14,28,13,3
"2000","WHOLE COUNTRY",25286,89,16,18,25,46,64,65,102,154,256,415,621,615,867,1241,2260,3768,4807,5412,3441,1004
"2000","Akaa",80,0,0,0,0,0,0,0,1,0,2,4,2,2,4,3,8,12,11,19,8,4
"2000","Alajärvi",61,0,1,0,0,0,0,0,0,0,0,2,1,1,0,1,6,11,16,15,4,3
"2000","Alavieska",19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,7,5,1,0
"2000","Alavus",69,0,0,0,1,0,1,0,0,0,1,0,3,2,2,5,11,9,10,14,8,2
"2000","Asikkala",40,0,0,0,0,0,0,0,1,0,0,0,2,0,5,4,6,6,3,10,2,1
"2000","Askola",14,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,1,2,0,5,0
